codigo_modular,nombre_institucion,red_fya,entra_estudio_clustering,Y1_ILA,Y1_ILA_zscore,Y2_TD,Y2_TD_zscore,Y2_TD_categoria,X1_NVC,X1_NVC_zscore,X2_TR,X4_IDD,X4_IDD_zscore,X10_IE,X10_IE_zscore,X11_RED_zscore,X12_TOE,X13_TMATRC,X13_TMATRC_CATEGORIA,X13_TMATRC_MANN_KENDALL_P,X13_TMATRC_COEF_VARIACION,X15_MEIB,total_docentes_ajustado,metodo_ajuste,numero_fya,nombre_red_fya_matched,total_estudiantes,total_docentes,X11_RED
818682,87009-01,Red Fe y Alegría 54,Sí,,,,,,,,,,,,,,,2.2,ESTABLE,0.13285495573105388,8.17144807191859,,4.0,SIN_AJUSTE,,,,,18.25
1551944,87009-01,Red Fe y Alegría 54,Sí,,,,,,,,,,,,,,,2.0,CAMBIO_LEVE_SIGNIFICATIVO,0.024170547174545254,12.981270690305912,,3.0,SIN_AJUSTE,,,,,14.0
1376318,88247 SAN ENRIQUE,Red Fe y Alegría 54,Sí,,,,,,,,,,,,,,,-1.6666666666666667,ESTABLE,0.18848603806737496,30.42903097250923,,1.0,SIN_AJUSTE,,,,,14.0
541201,88247 SAN ENRIQUE,Red Fe y Alegría 54,Sí,,,,,,,,,,,,,,,-1.8,ESTABLE,0.18848603806737496,10.878565864408424,,2.0,SIN_AJUSTE,,,,,14.5
686386,88327,Red Fe y Alegría 54,Sí,,,,,,,,,,,,,,,0.0,ESTABLE,0.4523703606773608,6.615585732247899,,2.0,SIN_AJUSTE,,,,,13.5
1306182,852,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-0.5,ESTABLE,0.8509806870320558,25.712973861329004,,1.0,SIN_AJUSTE,,,,,5.0
1200906,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,0.0,ESTABLE,1.0,5.523724976969617,,20.0,SIN_AJUSTE,,,,,13.4
409797,50504,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-7.666666666666667,DECRECIMIENTO_SIGNIFICATIVO,0.014595034919316685,9.322210669776798,,9.0,SIN_AJUSTE,,,,,14.666666666666666
410118,50536,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-3.0,DECRECIMIENTO_SIGNIFICATIVO,0.008534920414227098,10.8229206613144,,3.0,SIN_AJUSTE,,,,,13.0
933937,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,,,,,,8.0,SIN_AJUSTE,,,,,19.0
933960,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-9.0,ESTABLE,0.13285495573105388,4.67154589909963,,19.0,SIN_AJUSTE,,,,,19.789473684210527
410316,50558,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-8.0,ESTABLE,0.060289173990602185,21.629197228773243,,4.0,SIN_AJUSTE,,,,,10.0
1062058,501344,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-1.8,CAMBIO_LEVE_SIGNIFICATIVO,0.014595034919316685,15.97835138493273,,2.0,SIN_AJUSTE,,,,,7.5
409706,50495,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-2.0,CAMBIO_LEVE_SIGNIFICATIVO,0.014595034919316685,7.540206850610829,,3.0,SIN_AJUSTE,,,,,15.666666666666666
410100,50535,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-4.0,ESTABLE,0.09087393998624904,8.704898728601224,,7.0,SIN_AJUSTE,,,,,13.428571428571429
204933,50715,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-2.0,CAMBIO_LEVE_SIGNIFICATIVO,0.008534920414227098,28.219616214693616,,1.0,SIN_AJUSTE,,,,,8.0
519793,50912,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-0.8,ESTABLE,0.18848603806737496,7.772268862134539,,3.0,SIN_AJUSTE,,,,,8.666666666666666
592428,50976,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-1.6666666666666667,ESTABLE,0.18848603806737496,7.516285169128069,,3.0,SIN_AJUSTE,,,,,14.666666666666666
205716,50796,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-0.8,ESTABLE,0.4523703606773608,7.814503943135655,,2.0,SIN_AJUSTE,,,,,15.5
409672,50492 CORAZON DE JESUS,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-3.5,ESTABLE,0.060289173990602185,1.9044424224555094,,21.0,SIN_AJUSTE,,,,,19.333333333333332
410225,50547,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-6.5,DECRECIMIENTO_SIGNIFICATIVO,0.008534920414227098,19.380862157993263,,3.0,SIN_AJUSTE,,,,,13.666666666666666
410233,50550,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,0.5,ESTABLE,0.5730251193553904,10.91089451179962,,3.0,SIN_AJUSTE,,,,,9.333333333333334
410258,50552 TUPAC AMARU II,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-4.666666666666667,ESTABLE,0.060289173990602185,6.767798849277875,,7.0,SIN_AJUSTE,,,,,11.571428571428571
410266,50553,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-5.0,DECRECIMIENTO_SIGNIFICATIVO,0.008534920414227098,49.08007912245728,,1.0,SIN_AJUSTE,,,,,6.0
204974,50719 VIRGEN DEL CARMEN,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,2.0,ESTABLE,0.4523703606773608,3.2329467742509346,,15.0,SIN_AJUSTE,,,,,19.933333333333334
205401,50765,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-2.3333333333333335,DECRECIMIENTO_SIGNIFICATIVO,0.024170547174545254,16.65332799572906,,2.0,SIN_AJUSTE,,,,,9.0
487140,50854,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-5.5,DECRECIMIENTO_SIGNIFICATIVO,0.008534920414227098,31.591989196954113,,2.0,SIN_AJUSTE,,,,,8.5
592543,50977,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-4.0,DECRECIMIENTO_SIGNIFICATIVO,0.024170547174545254,12.211658545069698,,3.0,SIN_AJUSTE,,,,,17.0
428714,36153 SAYRI TUPAC,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,,,,,,2.0,SIN_AJUSTE,,,,,12.5
600692,NUESTRA SEÑORA DE LA CANDELARIA,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,,,,,,35.0,SIN_AJUSTE,,,,,7.571428571428571
421594,130,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,1.8,ESTABLE,0.18848603806737496,18.880677953929517,,2.0,SIN_AJUSTE,,,,,11.0
633040,156,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,0.4,ESTABLE,0.4523703606773608,20.110498078466104,,2.0,SIN_AJUSTE,,,,,9.0
420380,36161 SAN VICENTE DE PAUL,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,-2.0,ESTABLE,0.09087393998624904,12.627946015727643,,3.0,SIN_AJUSTE,,,,,11.0
420406,36163 JAVIER HERAUD PEREZ,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,0.6,ESTABLE,0.2596563563704499,5.454545454545454,,3.0,SIN_AJUSTE,,,,,10.0
1060276,CORAS,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,2.0,CAMBIO_LEVE_SIGNIFICATIVO,0.024170547174545254,3.0277295046819015,,18.0,SIN_AJUSTE,,,,,6.333333333333333
420430,36166 HEROES 29 DE AGOSTO,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,-1.0,ESTABLE,0.4523703606773608,9.61659089334734,,4.0,SIN_AJUSTE,,,,,12.75
420448,36167,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,-2.25,ESTABLE,0.4523703606773608,36.95870277151317,,1.0,SIN_AJUSTE,,,,,8.0
420562,36201 NUESTRA SEÑORA DEL ROSARIO,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,-0.2,ESTABLE,0.2596563563704499,8.9854425391291,,1.0,SIN_AJUSTE,,,,,8.0
740365,RAMON CASTILLA MARQUEZADO,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,-2.25,ESTABLE,0.13285495573105388,6.1667574701241055,,9.0,SIN_AJUSTE,,,,,7.333333333333333
686741,177,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,-4.25,ESTABLE,0.09087393998624904,29.556293179008353,,2.0,SIN_AJUSTE,,,,,9.0
428771,36173 SANTIAGO ANTUNEZ DE MAYOLO,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,-0.3333333333333333,ESTABLE,0.4523703606773608,3.597122302158273,,6.0,SIN_AJUSTE,,,,,12.333333333333334
687194,36465 MICAELA BASTIDAS PUYUCAHUA,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,-0.25,ESTABLE,0.8509806870320558,21.094980919809334,,1.0,SIN_AJUSTE,,,,,9.0
579987,JORGE CHAVEZ,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,-11.2,DECRECIMIENTO_SIGNIFICATIVO,0.008534920414227098,15.839373750142583,,19.0,SIN_AJUSTE,,,,,4.842105263157895
1320001,601614,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-0.4,ESTABLE,0.5730251193553904,11.355292603237393,,1.0,SIN_AJUSTE,,,,,9.0
721639,404,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-0.25,ESTABLE,0.34755803674116903,17.007533576245187,,1.0,SIN_AJUSTE,,,,,6.0
721647,405,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,0.0,ESTABLE,1.0,8.408295480788572,,3.0,SIN_AJUSTE,,,,,26.0
738203,475,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-2.0,CAMBIO_LEVE_SIGNIFICATIVO,0.014595034919316685,20.327890704543545,,2.0,SIN_AJUSTE,,,,,6.5
1151331,536 MI CASITA DEL SABER,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,3.5,ESTABLE,0.2596563563704499,10.719711089077357,,3.0,SIN_AJUSTE,,,,,17.666666666666668
1151414,538,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-5.4,ESTABLE,0.060289173990602185,11.969173066977644,,4.0,SIN_AJUSTE,,,,,17.5
1152057,604,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-2.3333333333333335,DECRECIMIENTO_SIGNIFICATIVO,0.014595034919316685,23.07651425592872,,1.0,SIN_AJUSTE,,,,,12.0
1152255,656,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,0.5,ESTABLE,0.13285495573105388,37.951669503554065,,1.0,SIN_AJUSTE,,,,,6.0
1152321,678,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-0.25,ESTABLE,0.8509806870320558,14.718879947840104,,1.0,SIN_AJUSTE,,,,,14.0
1261577,60133,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,17.0,ESTABLE,0.060289173990602185,14.869356370409076,,7.0,SIN_AJUSTE,,,,,28.571428571428573
398313,60133,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-7.6,DECRECIMIENTO_SIGNIFICATIVO,0.008534920414227098,5.845497755369883,,11.0,SIN_AJUSTE,,,,,20.272727272727273
398347,60136,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,1.75,ESTABLE,0.18848603806737496,35.355339059327385,,2.0,SIN_AJUSTE,,,,,7.0
398370,60181,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,1.0,ESTABLE,0.09087393998624904,46.18802153517006,,1.0,SIN_AJUSTE,,,,,8.0
738419,601330,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,1.0,ESTABLE,0.5730251193553904,38.46153846153847,,1.0,SIN_AJUSTE,,,,,2.0
738427,601331,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,,,,,,14.0,SIN_AJUSTE,,,,,10.5
1147735,601331,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,4.0,ESTABLE,0.4523703606773608,5.73840438552498,,7.0,SIN_AJUSTE,,,,,15.714285714285714
1153527,601391,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,1.0,ESTABLE,0.34755803674116903,25.194555463432966,,2.0,SIN_AJUSTE,,,,,7.5
1153881,601444,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,1.0,ESTABLE,0.18848603806737496,10.443278519239941,,2.0,SIN_AJUSTE,,,,,12.0
1153964,601448,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-1.8,ESTABLE,0.060289173990602185,8.109426827915822,,3.0,SIN_AJUSTE,,,,,15.0
1154129,601496,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-1.5,ESTABLE,0.4523703606773608,39.73597071195131,,1.0,SIN_AJUSTE,,,,,9.0
1563212,601511,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-0.2,ESTABLE,0.8509806870320558,20.327890704543545,,1.0,SIN_AJUSTE,,,,,9.0
1154368,601511,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,2.6,CRECIMIENTO_SIGNIFICATIVO,0.024170547174545254,22.813230185711305,,2.0,SIN_AJUSTE,,,,,11.0
1154400,601514,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,0.0,ESTABLE,1.0,16.482223522531132,,3.0,SIN_AJUSTE,,,,,9.333333333333334
1154608,601528,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-0.6666666666666666,ESTABLE,0.34755803674116903,16.492422502470642,,2.0,SIN_AJUSTE,,,,,6.5
1148402,6010102,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,3.0,ESTABLE,0.060289173990602185,13.613726417638548,,3.0,SIN_AJUSTE,,,,,15.666666666666666
651398,6010178,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,0.8,ESTABLE,0.5730251193553904,49.09287483493466,,1.0,SIN_AJUSTE,,,,,7.0
1210491,6010230 BARBARA D'ACHILLE,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-2.0,ESTABLE,0.13285495573105388,5.737817878080455,,7.0,SIN_AJUSTE,,,,,7.714285714285714
683466,6010230 BARBARA D'ACHILLE,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-2.0,ESTABLE,0.2596563563704499,8.417776223934611,,4.0,SIN_AJUSTE,,,,,13.0
1527233,6010231,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,3.25,ESTABLE,0.18848603806737496,5.507730658062689,,9.0,SIN_AJUSTE,,,,,18.666666666666668
683474,6010231,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-1.0,ESTABLE,0.8509806870320558,4.626299976959736,,13.0,SIN_AJUSTE,,,,,16.23076923076923
682211,EL MILAGRO,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,13.666666666666666,CRECIMIENTO_SIGNIFICATIVO,0.024170547174545254,11.669322541775914,,12.0,SIN_AJUSTE,,,,,21.0
1261775,601563,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,1.5,ESTABLE,0.09087393998624904,18.0534186769688,,2.0,SIN_AJUSTE,,,,,9.5
571232,58,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,2.0,ESTABLE,0.4523703606773608,9.697088294966491,,4.0,SIN_AJUSTE,,,,,16.75
737783,467,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-1.0,ESTABLE,0.34755803674116903,20.16369000117954,,1.0,SIN_AJUSTE,,,,,10.0
737791,469,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,3.0,ESTABLE,0.09087393998624904,18.081678721091176,,3.0,SIN_AJUSTE,,,,,14.0
937813,489 JOSE MARIA VELAZ,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,0.75,ESTABLE,0.7071142312899612,15.028317941009048,,1.0,SIN_AJUSTE,,,,,17.0
938118,731,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,3.5,ESTABLE,0.09087393998624904,17.521610540629535,,3.0,SIN_AJUSTE,,,,,17.666666666666668
938142,732 VIRGEN DE MONSERRAT,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-0.25,ESTABLE,0.8509806870320558,5.183339691351171,,7.0,SIN_AJUSTE,,,,,21.571428571428573
674895,14045,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,0.2,ESTABLE,0.4523703606773608,3.0095661500858837,,2.0,SIN_AJUSTE,,,,,11.5
260307,14141,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-1.4,ESTABLE,0.18848603806737496,11.605012887910334,,2.0,SIN_AJUSTE,,,,,12.0
350447,14144 SANTA ROSA,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,,,,,,19.0,SIN_AJUSTE,,,,,23.473684210526315
1785484,FE Y ALEGRIA 48,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,,,,,,5.0,AJUSTE_MAX45_ADMIN,,,,,44.2
1785476,FE Y ALEGRIA 48,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,,,,,,10.0,AJUSTE_MAX45_ADMIN,,,,,40.7
916023,14144 SANTA ROSA,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,19.6,ESTABLE,0.060289173990602185,4.731753854002848,,20.0,SIN_AJUSTE,,,,,18.3
260315,14145 SANTA JULIA BILLIART,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,0.6666666666666666,ESTABLE,0.8509806870320558,3.1750727557276432,,8.0,SIN_AJUSTE,,,,,23.875
1715820,14894,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,2.0,ESTABLE,0.09087393998624904,38.27087714730739,,1.0,SIN_AJUSTE,,,,,15.0
571745,14894,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-1.6666666666666667,ESTABLE,0.09087393998624904,34.40104580768907,,1.0,SIN_AJUSTE,,,,,10.0
350496,14924 DANIEL ALCIDES CARRION,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,,,,,,19.0,SIN_AJUSTE,,,,,21.157894736842106
571356,14924 DANIEL ALCIDES CARRION,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-12.75,ESTABLE,0.4523703606773608,6.826522206000327,,6.0,SIN_AJUSTE,,,,,22.5
613943,14975,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-2.5,ESTABLE,0.18848603806737496,5.8844152061738475,,4.0,SIN_AJUSTE,,,,,21.75
464610,15219,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,0.6,ESTABLE,0.34755803674116903,17.50302083797262,,2.0,SIN_AJUSTE,,,,,8.0
464628,15220,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,0.0,ESTABLE,1.0,4.967597139298386,,2.0,SIN_AJUSTE,,,,,7.5
355271,15304,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-2.4,DECRECIMIENTO_SIGNIFICATIVO,0.024170547174545254,9.226957351903208,,3.0,SIN_AJUSTE,,,,,14.0
552661,15314,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,1.0,ESTABLE,0.2596563563704499,9.537820913070131,,2.0,SIN_AJUSTE,,,,,13.5
561084,SAGRADO CORAZON DE JESUS,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,1.8,ESTABLE,0.09087393998624904,2.6281309982834156,,6.0,SIN_AJUSTE,,,,,22.333333333333332
355289,15383,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-3.0,ESTABLE,0.13285495573105388,28.161312184807713,,2.0,SIN_AJUSTE,,,,,4.5
673780,15478,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-0.6666666666666666,CAMBIO_LEVE_SIGNIFICATIVO,0.03877750439230665,6.348234447479172,,2.0,SIN_AJUSTE,,,,,10.0
840595,20104,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,0.3333333333333333,ESTABLE,0.8509806870320558,6.432175399371267,,4.0,SIN_AJUSTE,,,,,21.5
840504,20123,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-0.5,ESTABLE,1.0,25.887343971204775,,2.0,SIN_AJUSTE,,,,,9.0
626424,15055,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-1.25,CAMBIO_LEVE_SIGNIFICATIVO,0.024170547174545254,13.438519894596032,,2.0,SIN_AJUSTE,,,,,7.0
595082,294,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,1.8,ESTABLE,0.7071142312899612,20.948890562010504,,1.0,SIN_AJUSTE,,,,,31.0
595108,295,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,1.0,ESTABLE,0.34755803674116903,18.75,,1.0,SIN_AJUSTE,,,,,16.0
715011,333-B,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,9.0,ESTABLE,0.060289173990602185,23.444223539132693,,4.0,SIN_AJUSTE,,,,,17.25
271379,64028,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,-1.75,ESTABLE,0.7071142312899612,10.784479313100695,,5.0,SIN_AJUSTE,,,,,13.2
271551,64048,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,1.0,ESTABLE,0.09087393998624904,6.541553074570571,,3.0,SIN_AJUSTE,,,,,13.0
275107,64115,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,-1.8,ESTABLE,0.13285495573105388,11.63398970457361,,3.0,SIN_AJUSTE,,,,,13.666666666666666
530535,64641,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,0.0,ESTABLE,1.0,27.735009811261456,,2.0,SIN_AJUSTE,,,,,5.0
733535,64871-B,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,11.5,ESTABLE,0.13285495573105388,12.331571280659947,,10.0,SIN_AJUSTE,,,,,20.4
272773,64508-B,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,0.0,ESTABLE,1.0,4.696020074735376,,7.0,SIN_AJUSTE,,,,,21.428571428571427
273359,64545-B,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,-0.6666666666666666,ESTABLE,0.4523703606773608,15.328242492389462,,2.0,SIN_AJUSTE,,,,,8.0
657122,64798,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,2.5,ESTABLE,0.2596563563704499,21.55276982890271,,3.0,SIN_AJUSTE,,,,,11.666666666666666
666677,64829,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,0.0,ESTABLE,1.0,6.976744186046512,,2.0,SIN_AJUSTE,,,,,12.0
1568799,525-B,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,0.4,ESTABLE,0.5730251193553904,23.430313524081036,,2.0,SIN_AJUSTE,,,,,10.5
733600,64873-B,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,8.5,CRECIMIENTO_SIGNIFICATIVO,0.014595034919316685,13.065451481088914,,4.0,SIN_AJUSTE,,,,,17.25
807156,64949,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,-1.5,ESTABLE,0.13285495573105388,19.871587757398753,,2.0,SIN_AJUSTE,,,,,6.5
1335744,EL MILAGRO,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,,,,,,28.0,SIN_AJUSTE,,,,,9.714285714285714
1343813,ALMIRANTE MIGUEL GRAU SEMINARIO,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-1.2,ESTABLE,0.7071142312899612,4.22503148293172,,7.0,SIN_AJUSTE,,,,,10.714285714285714
830885,64996,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,2.3333333333333335,CRECIMIENTO_SIGNIFICATIVO,0.024170547174545254,29.33926665514679,,2.0,SIN_AJUSTE,,,,,9.0
1374834,846,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,0.5,ESTABLE,1.0,18.288978535468264,,2.0,SIN_AJUSTE,,,,,5.5
1433515,65199,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,-1.5,CAMBIO_LEVE_SIGNIFICATIVO,0.024170547174545254,14.384237620692177,,2.0,SIN_AJUSTE,,,,,7.0
