codigo_modular,nombre_institucion,region,provincia,distrito,nivel_educativo,modalidad_especifica,area_censo,es_rural,es_fya,total_alumnos,total_docentes,numero_fya
271379,64028,DRE UCAYALI,CORONEL PORTILLO,CALLERIA,Primaria,RER,Rural,1,1,66,5.0,RER FA 72
530535,64641,DRE UCAYALI,CORONEL PORTILLO,CALLERIA,Primaria,RER,Rural,1,1,10,2.0,RER FA 72
595082,294,DRE UCAYALI,CORONEL PORTILLO,CALLERIA,Inicial - Jardín,RER,Rural,1,1,31,1.0,RER FA 72
733535,64871-B,DRE UCAYALI,CORONEL PORTILLO,CALLERIA,Primaria,RER,Urbana,0,1,204,10.0,RER FA 72
830885,64996,DRE UCAYALI,CORONEL PORTILLO,CALLERIA,Primaria,RER,Rural,1,1,18,2.0,RER FA 72
1625987,564,DRE UCAYALI,CORONEL PORTILLO,MANANTAY,Inicial - Jardín,RER,Rural,1,1,13,1.0,RER FA 72
271551,64048,DRE UCAYALI,CORONEL PORTILLO,MANANTAY,Primaria,RER,Rural,1,1,39,3.0,RER FA 72
272773,64508-B,DRE UCAYALI,CORONEL PORTILLO,MANANTAY,Primaria,RER,Rural,1,1,150,7.0,RER FA 72
275107,64115,DRE UCAYALI,CORONEL PORTILLO,MANANTAY,Primaria,RER,Rural,1,1,41,3.0,RER FA 72
595108,295,DRE UCAYALI,CORONEL PORTILLO,MANANTAY,Inicial - Jardín,RER,Rural,1,1,16,1.0,RER FA 72
715011,333-B,DRE UCAYALI,CORONEL PORTILLO,MANANTAY,Inicial - Jardín,RER,Rural,1,1,69,4.0,RER FA 72
1433515,65199,DRE UCAYALI,CORONEL PORTILLO,MASISEA,Primaria,RER,Rural,1,1,14,2.0,RER FA 72
1568799,525-B,DRE UCAYALI,CORONEL PORTILLO,MASISEA,Inicial - Jardín,RER,Rural,1,1,21,2.0,RER FA 72
1625938,559,DRE UCAYALI,CORONEL PORTILLO,MASISEA,Inicial - Jardín,RER,Rural,1,1,8,1.0,RER FA 72
1626001,566,DRE UCAYALI,CORONEL PORTILLO,MASISEA,Inicial - Jardín,RER,Rural,1,1,9,1.0,RER FA 72
273359,64545-B,DRE UCAYALI,CORONEL PORTILLO,MASISEA,Primaria,RER,Rural,1,1,16,2.0,RER FA 72
657122,64798,DRE UCAYALI,CORONEL PORTILLO,MASISEA,Primaria,RER,Rural,1,1,35,3.0,RER FA 72
666677,64829,DRE UCAYALI,CORONEL PORTILLO,MASISEA,Primaria,RER,Rural,1,1,24,2.0,RER FA 72
733600,64873-B,DRE UCAYALI,CORONEL PORTILLO,MASISEA,Primaria,RER,Rural,1,1,69,4.0,RER FA 72
807156,64949,DRE UCAYALI,CORONEL PORTILLO,MASISEA,Primaria,RER,Rural,1,1,13,2.0,RER FA 72
