CODIGO_MODULAR;NOMBRE_INSTITUCION;NUMERO_FYA;LATITUD;LONGITUD;ALTITUD_MSNM;Y1_ILA;Y2_TD;Y3_PR;X1_NVC;X2_TR;X4_IDD;X5_ED;X6_CDD;X10_IE;X11_RED;X12_TOE;X15_MEIB;X13_TMATRC;X14_NIVEL_EDUCATIVO;X16_MODALIDAD;X17_GESTION;X18_TURNO;X19_ORGANIZACION_PEDAGOGICA;X20_DIRECTIVOS_TOTAL;X21_MULTIPLICIDAD1;X22_MULTIPLICIDAD2;X24_GPMD;X25_POBLACION_DISTRITO
818682;87009-01;54;-9.199093;-78.02747;1820;1.3411;2;2;4;2;3.329718532;0.666666667;2.157894737;0.3;18.25;3;1;2.2;4;2;1;1;2;0;1;1;8;8577
1551944;87009-01;54;-9.199093;-78.02747;1820;1.3411;2;2;4;2;3.329718532;0;2.157894737;0.3;14;3;1;2;2;2;1;1;0;0;2;2;8;8577
1376318;88247 SAN ENRIQUE;54;-9.201528;-77.99841;2345;1.419354839;3;2;4;2;3.75;0;2.157894737;0.3;14;1;1;-1.666666667;2;2;1;1;0;0;1;1;8;8577
541201;88247 SAN ENRIQUE;54;-9.201528;-77.99841;2345;1.3411;2;2;4;2;3.329532955;1;2.157894737;0.3;14.5;3;1;-1.8;4;2;1;1;2;1;2;2;8;8577
686386;88327;54;-9.205055;-77.97856;2777;1.224207179;2;2;4;2;3.32975686;1;2.157894737;0.8;13.5;3;1;0;4;2;1;1;2;1;1;1;8;8577
1306182;852;47;-4.203145;-73.47933;98;1.418;2;2;4;2;2.79472898;0.25;1.766871166;0.3;5;1;0;-0.5;2;2;1;1;0;0;1;1;14;152555
409797;50504;44;-13.64324;-71.54927;3813;1.455882353;3;2;3;2;4;0.333333333;2.098159509;0.3;14.66666667;4;1;-7.666666667;4;2;2;1;3;1;1;1;12;12152
410118;50536;44;-13.6226;-71.6391;3836;1.25;3;2;3;2;4;0.333333333;2.098159509;0.8;13;3;1;-3;4;2;2;1;2;1;1;1;12;12152
410316;50558;44;-13.51888;-71.44861;3532;1.841495524;3;3;5;2;3.76341229;0.5;2.098159509;0.8;10;3;1;-8;4;2;2;1;2;1;1;1;7;3156
1062058;501344;44;-13.5649;-71.396;3851;1.452380952;3;2;5;2;3.770905727;0.5;2.098159509;0.3;7.5;2;1;-1.8;4;2;2;1;2;0;1;1;7;3156
409706;50495;44;-13.5485;-71.45596;3301;1.70619252;2;3;5;2;3.769148225;0.666666667;2.098159509;0.3;15.66666667;3;1;-2;4;2;2;1;2;1;1;1;5;15084
410100;50535;44;-13.59216;-71.65474;3905;1.221428571;3;2;5;2;3.781766364;0.428571429;2.098159509;0.3;13.42857143;3;1;-4;4;2;2;1;3;1;1;1;5;15084
204933;50715;44;-13.59988;-71.45402;3609;1.5;2;2;5;2;3.7787726;1;2.098159509;0.3;8;1;1;-2;4;2;2;1;1;1;1;1;5;15084
519793;50912;44;-13.6172;-71.57626;3933;1.243181818;3;2;5;2;3.784739264;0.666666667;2.098159509;0.8;8.666666667;3;1;-0.8;4;2;2;1;2;1;1;1;5;15084
592428;50976;44;-13.5793;-71.63905;4063;1.254966887;3;2;5;2;3.778999142;1;2.098159509;0.3;14.66666667;3;1;-1.666666667;4;2;2;1;2;0;1;1;5;15084
205716;50796;44;-13.62978;-71.15881;4403;1.174679487;3;2;5;2;3.777858965;0.5;2.098159509;0.3;15.5;2;1;-0.8;4;2;2;1;2;1;1;1;6;4947
409672;50492 CORAZON DE JESUS;44;-13.6293;-71.3851;3545;1.66122992;3;3;5;1;1.53760027;0.380952381;2.098159509;0.8;19.33333333;4;2;-3.5;4;2;2;1;3;0;1;1;6;18587
410225;50547;44;-13.7299;-71.3744;4058;1.424613245;2;2;5;2;3.801472646;0.333333333;2.098159509;0.3;13.66666667;3;1;-6.5;4;2;2;1;2;1;1;1;6;18587
410233;50550;44;-13.6302;-71.27;3950;1.5;3;2;5;2;3.78040105;0.333333333;2.098159509;0.8;9.333333333;3;1;0.5;4;2;2;1;2;1;1;1;6;18587
410258;50552 TUPAC AMARU II;44;-13.71458;-71.46204;3990;1.264831157;3;2;5;2;3.800531513;0.25;2.098159509;0.3;11.57142857;3;1;-4.666666667;4;2;2;1;3;1;1;1;6;18587
410266;50553;44;-13.67753;-71.2426;4150;1.483565107;2;2;5;2;3.788699415;1;2.098159509;0.3;6;1;1;-5;4;2;2;1;1;1;1;1;6;18587
204974;50719 VIRGEN DEL CARMEN;44;-13.66704;-71.31985;3771;1.386601626;3;2;5;2;3.788436908;0.533333333;2.098159509;0.8;19.93333333;4;2;2;4;2;2;1;3;1;1;1;6;18587
205401;50765;44;-13.70297;-71.36623;3955;1.39295393;3;2;5;2;3.79622468;1;2.098159509;0.3;9;2;1;-2.333333333;4;2;2;1;2;1;1;1;6;18587
487140;50854;44;-13.68158;-71.39118;3924;1.566666667;3;3;5;2;3.792752755;0.5;2.098159509;0.8;8.5;2;1;-5.5;4;2;2;1;2;0;1;1;6;18587
592543;50977;44;-13.6729;-71.3415;3770;1.528227831;2;3;5;2;3.790019077;0.666666667;2.098159509;0.3;17;3;1;-4;4;2;2;1;2;1;1;1;6;18587
428714;36153 SAYRI TUPAC;79;-12.8025;-74.5375;3405;1.5003;2;2;3;2;3.079975035;1;1.771428571;0.3;12.5;3;1;-0.80952381;4;2;1;1;2;1;1;1;14;9579
600692;NUESTRA SEÑORA DE LA CANDELARIA;79;-12.83916;-74.57049;3440;1.5003;2;2;3;1;1.5;0.444444444;1.771428571;0.3;7.571428571;4;2;-5.354761905;5;2;1;4;0;1;1;1;14;9579
421594;130;79;-12.9167;-74.4666;3360;1.5003;2;2;3;2;3.09989165;1;1.771428571;0.3;11;3;2;1.8;2;2;1;1;0;1;1;1;12;1809
633040;156;79;-12.8768;-74.487;3478;1.5003;2;2;3;2;3.092836205;0.5;1.771428571;0.3;9;3;2;0.4;2;2;1;1;0;0;1;1;12;1809
420380;36161 SAN VICENTE DE PAUL;79;-12.9179;-74.4644;3375;1.457539683;2;2;3;2;3.100068701;0.666666667;1.771428571;0.3;11;3;1;-2;4;2;1;1;2;1;1;1;12;1809
420406;36163 JAVIER HERAUD PEREZ;79;-12.90297;-74.4938;3127;1.318181818;2;2;3;2;3.097910826;1;1.771428571;0.3;10;3;1;0.6;4;2;1;1;2;1;1;1;12;1809
1060276;CORAS;79;-12.8736;-74.4846;3472;1.379084967;0;2;3;2;3.25;0.277777778;1.771428571;0.3;6.333333333;4;1;2;5;2;1;4;0;1;1;1;12;1809
420430;36166 HEROES 29 DE AGOSTO;79;-12.8897;-74.3996;3386;1.440572977;2;2;3;2;3.093327322;1;1.771428571;0.3;12.75;3;1;-1;4;2;1;1;2;1;1;1;12;1519
420448;36167;79;-12.84032;-74.41306;3353;1.5003;2;2;3;2;3.084334445;1;1.771428571;0.3;8;1;1;-2.25;4;2;1;1;1;1;1;1;12;1519
420562;36201 NUESTRA SEÑORA DEL ROSARIO;79;-12.9072;-74.4334;3243;1.5003;2;2;3;2;3.097368747;1;1.771428571;0.3;8;1;2;-0.2;4;2;1;1;1;0;1;1;12;1519
740365;RAMON CASTILLA MARQUEZADO;79;-12.8876;-74.398;3370;1.504908836;0;2;3;2;3.092896756;0.444444444;1.771428571;0.3;7.333333333;4;1;-2.25;5;2;1;1;0;1;1;1;12;1519
686741;177;79;-12.8508;-74.5382;3354;1.5003;2;3;4;2;2.133196313;0.5;1.771428571;0.3;9;3;2;-4.25;2;2;1;1;0;1;1;1;9;2873
428771;36173 SANTIAGO ANTUNEZ DE MAYOLO;79;-12.8506;-74.538;3351;1.657657658;2;3;4;2;2.133154252;0.833333333;1.771428571;0.8;12.33333333;4;2;-0.333333333;4;2;1;1;3;1;1;1;9;2873
687194;36465 MICAELA BASTIDAS PUYUCAHUA;79;-12.8618;-74.5052;3568;1.5003;2;3;4;2;2.134534996;1;1.771428571;0.3;9;1;2;-0.25;4;2;1;1;1;0;1;1;9;2873
579987;JORGE CHAVEZ;79;-12.8506;-74.5385;3354;1.356103024;2;2;4;2;2.133165328;0.380952381;1.771428571;0.3;4.842105263;4;1;-11.2;5;2;1;4;0;1;1;1;9;2873
1320001;601614;47;-3.906227;-73.4136;104;1.888888889;2;3;4;2;2.737406654;1;1.766871166;0.3;9;1;0;-0.4;4;2;1;1;1;1;1;1;14;152555
721639;404;47;-3.90885;-73.33874;103;1.418;2;2;4;2;2.736241897;0.25;1.766871166;0.3;6;1;0;-0.25;2;2;1;1;0;0;1;1;14;152555
721647;405;47;-4.230595;-73.48736;96;1.418;2;2;4;2;2.800071685;0.35;1.766871166;0.3;26;4;0;0;2;2;1;1;0;1;1;1;14;152555
738203;475;47;-3.94947;-73.36164;121;1.418;2;2;4;2;2.744391986;0.25;1.766871166;0.3;6.5;4;0;-2;3;2;1;1;0;0;1;1;14;152555
1151331;536 MI CASITA DEL SABER;47;-4.012181;-73.43333;139;1.418;2;2;4;2;3.875;0.8;1.766871166;0.3;17.66666667;4;0;3.5;2;2;1;1;0;1;1;1;14;152555
1151414;538;47;-4.092448;-73.45277;99;1.418;2;2;4;2;2.773312553;0.35;1.766871166;0.3;17.5;4;0;-5.4;2;2;1;1;0;0;1;1;14;152555
1152057;604;47;-4.071599;-73.44553;100;1.418;2;2;4;2;1.5;0.8;1.766871166;0.3;12;3;0;-2.333333333;2;2;1;1;0;0;1;1;14;152555
1152255;656;47;-3.97829;-73.38414;107;1.418;2;2;4;2;2.750312998;0.25;1.766871166;0.3;6;1;0;0.5;2;2;1;1;0;1;1;1;14;152555
1152321;678;47;-3.939339;-73.37488;130;1.418;2;2;4;2;1.5;0.8;1.766871166;0.3;14;1;0;-0.25;2;2;1;1;0;1;1;1;14;152555
1261577;60133;47;-4.231024;-73.48778;96;1.321715593;0;2;4;2;3.375;0.8;1.766871166;0.8;28.57142857;4;0;17;5;2;1;1;0;0;1;1;14;152555
398313;60133;47;-4.231024;-73.48778;96;1.418;2;2;4;2;2.800161706;0.842105263;1.766871166;0.3;20.27272727;2;0;-7.6;4;2;1;1;3;1;2;2;14;152555
398347;60136;47;-3.91543;-73.34032;99;1.066666667;0;2;4;2;2.73751495;1;1.766871166;0.3;7;2;0;1.75;4;2;1;1;2;1;1;1;14;152555
398370;60181;47;-4.099999;-73.40438;99;2.333333333;2;3;4;2;2.773661377;1;1.766871166;0.3;8;1;0;1;4;2;1;1;1;1;1;1;14;152555
738419;601330;47;-4.020995;-73.42369;114;1.418;2;2;4;2;2.759224216;1;1.766871166;0.3;2;2;0;1;4;2;1;1;1;1;1;1;14;152555
738427;601331;47;-4.021036;-73.43295;124;1.296202377;2;2;4;2;2.759437056;0.45;1.766871166;0.8;10.5;1;0;-0.469047619;4;2;1;1;3;0;1;1;14;152555
1147735;601331;47;-4.021036;-73.43295;124;1.418;2;2;4;2;3.736111111;0.8;1.766871166;0.3;15.71428571;1;0;4;5;2;1;1;0;0;2;2;14;152555
1153527;601391;47;-4.00334;-73.46991;116;1.833333333;2;3;4;2;2.756926215;1;1.766871166;0.3;7.5;2;0;1;4;2;1;1;2;1;1;1;14;152555
1153881;601444;47;-4.154128;-73.47423;103;1.4;2;2;4;2;2.785393265;1;1.766871166;0.3;12;2;0;1;4;2;1;1;2;1;1;1;14;152555
1153964;601448;47;-3.939261;-73.37511;131;1.434188034;3;2;4;2;1.958333333;0.88;1.766871166;0.3;15;3;0;-1.8;4;2;1;1;2;1;1;1;14;152555
1154129;601496;47;-4.06489;-73.47512;113;1.418;2;2;4;2;2.7686225;0.25;1.766871166;0.3;9;1;0;-1.5;4;2;1;1;1;1;1;1;14;152555
1563212;601511;47;-4.123805;-73.4483;106;1.333333333;2;2;4;2;2.779113477;0.25;1.766871166;0.3;9;1;0;-0.2;2;2;1;1;0;0;1;1;14;152555
1154368;601511;47;-4.123805;-73.4483;106;1.418;2;2;4;2;2.779113477;1;1.766871166;0.3;11;1;0;2.6;4;2;1;1;2;1;2;2;14;152555
1154400;601514;47;-3.954216;-73.40653;129;1.546666667;3;3;4;2;3.3125;0.8;1.766871166;0.3;9.333333333;3;0;0;4;2;1;1;2;1;1;1;14;152555
1154608;601528;47;-4.042254;-73.4378;111;1.418;2;2;4;2;2.763536742;0.25;1.766871166;0.3;6.5;4;0;-0.666666667;4;2;1;1;2;1;1;1;14;152555
1148402;6010102;47;-3.948718;-73.36192;133;1.7;3;3;4;2;2.744256697;1;1.766871166;0.3;15.66666667;1;0;3;4;2;1;1;2;1;1;1;14;152555
651398;6010178;47;-3.97832;-73.38423;107;2;2;3;4;2;2.750320636;1;1.766871166;0.3;7;1;0;0.8;4;2;1;1;1;1;1;1;14;152555
1210491;6010230 BARBARA D'ACHILLE;47;-4.071509;-73.44612;106;1.254165035;2;2;4;2;2.270833333;0.8;1.766871166;0.3;7.714285714;3;0;-2;5;2;1;1;0;0;1;1;14;152555
683466;6010230 BARBARA D'ACHILLE;47;-4.071509;-73.44612;106;1.418;2;2;4;2;2.769225488;0.85;1.766871166;0.3;13;1;0;-2;4;2;1;1;2;1;2;2;14;152555
1527233;6010231;47;-4.091835;-73.4532;97;1.502283105;3;3;4;2;2.77320674;0.35;1.766871166;0.8;18.66666667;4;0;3.25;5;2;1;1;0;0;1;1;14;152555
683474;6010231;47;-4.091835;-73.4532;97;1.418;2;2;4;2;2.77320674;1;1.766871166;0.3;16.23076923;4;0;-1;4;2;1;1;3;1;2;2;14;152555
682211;EL MILAGRO;47;-3.93753;-73.37275;136;1.249406605;2;2;4;2;2.742391535;0.8;1.766871166;0.3;21;4;0;13.66666667;5;2;2;2;0;1;1;1;14;152555
1261775;601563;47;-4.203145;-73.47933;98;1.333333333;3;2;4;2;2.79472898;1;1.766871166;0.3;9.5;1;0;1.5;4;2;1;1;2;1;1;1;14;152555
571232;58;48;-4.9417;-80.2393;98;1.6679;2;3;4;2;3.011184146;1;2.277108434;0.3;16.75;4;0;2;2;2;2;1;0;0;1;1;10;124028
737783;467;48;-4.8548;-80.2225;140;1.6679;2;3;4;2;2.99446142;1;2.277108434;0.3;10;1;0;-1;2;2;2;1;0;0;1;1;10;124028
737791;469;48;-4.8479;-80.217;136;1.6679;2;3;4;2;2.993041323;1;2.277108434;0.3;14;3;0;3;2;2;2;1;0;1;1;1;10;124028
937813;489 JOSE MARIA VELAZ;48;-4.9175;-80.2198;103;1.6679;2;3;4;2;3.006198861;0.25;2.277108434;0.3;17;1;0;0.75;2;2;2;1;0;0;1;1;10;124028
938118;731;48;-4.9632;-80.2756;78;1.6679;2;3;4;2;3.016033567;1;2.277108434;0.3;17.66666667;3;0;3.5;2;2;2;1;0;0;1;1;10;124028
938142;732 VIRGEN DE MONSERRAT;48;-4.9286;-80.2506;92;1.6679;2;3;4;1;1.5;1;2.277108434;0.3;21.57142857;4;0;-0.25;2;2;2;1;0;0;1;1;10;124028
674895;14045;48;-4.85;-80.1801;173;1.516666667;3;3;4;2;2.992619044;0.25;2.277108434;0.3;11.5;3;0;0.2;4;2;2;1;2;1;1;1;10;124028
260307;14141;48;-4.855;-80.2233;144;1.395833333;0;2;4;2;2.994516772;0.8;2.277108434;0.3;12;3;0;-1.4;4;2;2;1;2;0;1;1;10;124028
350447;14144 SANTA ROSA;48;-4.9306;-80.2501;90;1.560444591;2;3;4;1;1.5;0.8;2.277108434;0.8;23.47368421;4;0;9.595238095;4;2;2;1;3;1;2;2;10;124028
916023;14144 SANTA ROSA;48;-4.9306;-80.2501;90;1.6679;2;3;4;1;1.5;0.75;2.277108434;0.3;18.3;4;0;19.6;5;2;2;1;0;0;1;1;10;124028
260315;14145 SANTA JULIA BILLIART;48;-4.846;-80.2182;139;1.492994965;3;2;4;2;2.992710412;0.35;2.277108434;0.8;23.875;4;0;0.666666667;4;2;2;1;3;1;1;1;10;124028
1715820;14894;48;-4.881;-80.1986;117;1.333333333;2;2;4;2;2.998861624;1;2.277108434;0.3;15;1;0;2;2;2;2;1;0;0;2;2;10;124028
571745;14894;48;-4.881;-80.1986;117;1.6679;2;3;4;2;2.998861624;0.25;2.277108434;0.3;10;3;0;-1.666666667;4;2;2;1;1;1;1;1;10;124028
350496;14924 DANIEL ALCIDES CARRION;48;-4.952;-80.2495;91;1.761384335;2;3;4;2;3.01334808;0.8;2.277108434;0.3;21.15789474;4;0;9.595238095;4;2;2;1;3;1;2;2;10;124028
571356;14924 DANIEL ALCIDES CARRION;48;-4.952;-80.2495;91;1.6679;2;3;4;2;3.01334808;1;2.277108434;0.3;22.5;4;0;-12.75;2;2;2;1;0;0;1;1;10;124028
613943;14975;48;-4.962;-80.2751;83;1.623015873;3;3;4;2;3.015796706;0.8;2.277108434;0.3;21.75;3;0;-2.5;4;2;2;1;2;1;1;1;10;124028
464610;15219;48;-4.898373;-80.15871;154;1.825;3;3;4;2;3.001246787;0.8;2.277108434;0.3;8;1;0;0.6;4;2;2;1;2;0;1;1;10;124028
464628;15220;48;-4.8343;-80.1667;200;2.233333333;2;3;4;2;2.989368193;0.8;2.277108434;0.3;7.5;1;0;0;4;2;2;1;2;0;1;1;10;124028
355271;15304;48;-4.9173;-80.2198;101;1.601587302;3;3;4;2;3.00616123;0.8;2.277108434;0.3;14;3;0;-2.4;4;2;2;1;2;1;1;1;10;124028
552661;15314;48;-4.920441;-80.19533;121;1.6679;2;3;4;2;3.006210167;0.25;2.277108434;0.3;13.5;4;0;1;4;2;2;1;2;0;1;1;10;124028
561084;SAGRADO CORAZON DE JESUS;48;-4.94231;-80.23896;94;1.607927654;2;3;4;2;3.011291389;0.8;2.277108434;0.3;22.33333333;4;0;1.8;4;2;2;1;3;1;1;1;10;124028
355289;15383;48;-4.8894;-80.2122;121;1.69047619;2;3;4;2;3.000743382;0.8;2.277108434;0.3;4.5;1;0;-3;4;2;2;1;2;1;1;1;10;124028
673780;15478;48;-4.8315;-80.204;155;1.814814815;2;3;4;2;2.989667625;0.8;2.277108434;0.3;10;3;0;-0.666666667;4;2;2;1;2;0;1;1;10;124028
840595;20104;48;-4.976114;-80.22945;92;1.420514671;2;2;4;2;3.01744108;0.8;2.277108434;0.3;21.5;3;0;0.333333333;4;2;2;1;2;1;1;1;10;124028
840504;20123;48;-4.9443;-80.2609;86;1.777777778;3;3;4;2;3.012151826;0.8;2.277108434;0.3;9;1;0;-0.5;4;2;2;1;2;1;1;1;10;124028
626424;15055;48;-4.878228;-80.14346;200;1.6679;2;3;4;2;2.997118611;0.25;2.277108434;0.3;7;1;0;-1.25;4;2;1;1;2;0;1;1;5;11065
595082;294;72;-8.430011;-74.24303;149;1.5533;0;3;4;2;1.800636191;0.96;1.701298701;0.3;31;3;0;1.8;2;2;1;1;0;1;1;1;22;172052
595108;295;72;-8.53039;-74.38295;158;1.5533;0;3;4;2;1.822622376;0.25;1.701298701;0.3;16;1;0;1;2;2;1;1;0;0;1;1;19;107364
715011;333-B;72;-8.551025;-74.36524;156;1.5533;0;1;1;2;4;0.5;1.701298701;0.3;17.25;3;1;9;2;2;1;1;0;1;1;1;19;107364
271379;64028;72;-8.43433;-74.24007;150;1.663288288;2;3;4;2;1.801383259;0.8;1.701298701;0.3;13.2;3;0;-1.75;4;2;1;1;2;1;1;1;22;172052
271551;64048;72;-8.525052;-74.39294;156;1.525641026;0;3;4;2;1.821839307;1;1.701298701;0.3;13;3;0;1;4;2;1;1;2;0;1;1;19;107364
275107;64115;72;-8.530322;-74.38258;156;1.576190476;3;3;4;2;1.822601386;0.8;1.701298701;0.3;13.66666667;3;0;-1.8;4;2;1;1;2;0;1;1;19;107364
530535;64641;72;-8.441395;-74.34148;150;1.375;0;2;4;2;1.804958982;0.8;1.701298701;0.3;5;2;0;0;4;2;1;1;2;1;1;1;22;172052
733535;64871-B;72;-8.36197;-74.53072;146;1.5;0;1;1;1;2.41667194;0.272727273;1.701298701;0.3;20.4;4;1;11.5;4;2;1;1;3;1;1;1;22;172052
272773;64508-B;72;-8.550823;-74.36554;152;1.136363636;0;1;1;2;4;0.285714286;1.701298701;0.3;21.42857143;4;1;0;4;2;1;1;3;0;1;1;19;107364
273359;64545-B;72;-8.49823;-74.26322;150;1.166666667;0;2;3;2;2.769801172;0;1.701298701;0.3;8;2;1;-0.666666667;4;2;1;1;2;1;1;1;11;11961
657122;64798;72;-8.569062;-74.24886;152;1.5533;0;3;4;2;1.826928328;0.35;1.701298701;0.3;11.66666667;3;0;2.5;4;2;1;1;2;0;1;1;11;11961
666677;64829;72;-8.41556;-74.26907;151;1.87037037;3;3;4;2;1.798494012;0.9;1.701298701;0.3;12;3;1;0;4;2;1;1;2;1;1;1;11;11961
1568799;525-B;72;-8.576993;-74.24135;153;1.5533;0;2;3;2;3.125;0;1.701298701;0.3;10.5;3;1;0.4;2;2;1;1;0;0;1;1;11;11961
733600;64873-B;72;-8.576993;-74.24135;153;1.044444444;0;2;3;2;2.78413628;0.5;1.701298701;0.3;17.25;3;1;8.5;4;2;1;1;2;1;2;2;11;11961
807156;64949;72;-8.487032;-74.27674;150;1.333333333;0;2;4;2;1.812111654;1;1.701298701;0.3;6.5;2;0;-1.5;4;2;1;1;2;1;1;1;11;11961
1343813;ALMIRANTE MIGUEL GRAU SEMINARIO;44;-13.51765;-71.44883;3529;1.284411765;3;2;5;2;3.763185734;0;2.098159509;0.3;10.71428571;4;1;-1.2;5;2;2;1;0;1;1;1;7;3156
830885;64996;72;-8.4192;-74.3039;153;1.975;3;3;4;2;1.79995044;0.8;1.701298701;0.3;9;2;0;2.333333333;4;2;1;1;2;0;1;1;22;172052
1374834;846;79;-12.90271;-74.4939;3127;1.5003;2;2;3;2;2.4375;0.5;1.771428571;0.3;5.5;3;2;0.5;2;2;1;1;0;0;1;1;12;1809
1433515;65199;72;-8.467393;-74.23505;150;1.837301587;0;3;4;2;1.80749299;1;1.701298701;0.3;7;2;0;-1.5;4;2;1;1;2;1;1;1;11;11961
1457605;501432;44;-13.6625;-71.28294;4019;1.288228823;3;2;5;2;3.708333333;0.25;2.098159509;0.8;14.75;3;1;-5;4;2;2;1;2;0;1;1;6;18587
1772672;501432 PAPA FRANCISCO I;44;-13.6625;-71.28294;4019;1.476506262;2;2;5;2;3.786765066;0.142857143;2.098159509;0.3;10.14285714;4;1;11.6;5;2;2;1;0;1;2;2;6;18587
1495167;843;79;-12.8572;-74.4953;3662;1.5003;2;3;4;2;2.133450185;1;1.771428571;0.3;8;1;1;-0.333333333;2;2;1;1;0;0;1;1;9;2873
1516269;909;48;-4.845267;-80.22496;143;1.6679;2;3;4;2;2.992722242;1;2.277108434;0.3;11.66666667;4;0;-6.75;2;2;2;1;0;0;1;1;10;124028
1516277;910;48;-4.9735;-80.2575;79;1.6679;2;3;4;2;3.017570604;1;2.277108434;0.3;20;3;0;4.5;2;2;2;1;0;0;1;1;10;124028
1402866;36789 NUESTRA SEÑORA DEL CARMEN;79;-12.84136;-74.33649;2171;1.380952381;0;2;3;2;3.082833961;1;1.771428571;0.3;8;1;2;0;4;2;1;1;1;1;1;1;12;1519
428920;36207;79;-12.8516;-74.5165;3522;1.491134752;2;2;4;2;2.132866142;1;1.771428571;0.8;14.33333333;3;1;1.333333333;4;2;1;1;2;1;1;1;9;2873
1625904;555-B;72;-8.361982;-74.53038;146;1.5533;0;1;1;1;2.416666667;0;1.701298701;0.3;22.5;3;1;1.666666667;2;2;1;1;0;0;1;1;22;172052
1625938;559;72;-8.467311;-74.23484;151;1.5533;0;3;4;2;1;0.8;1.701298701;0.3;8;1;0;-1;2;2;1;1;0;1;1;1;11;11961
1625987;564;72;-8.52503;-74.39321;156;1.5533;0;3;4;2;1.5;0.8;1.701298701;0.3;13;1;0;0;2;2;1;1;0;1;1;1;19;107364
1626001;566;72;-8.487051;-74.27648;151;1.5533;0;3;4;2;1.75;0.8;1.701298701;0.3;9;1;0;0.5;2;2;1;1;0;1;1;1;11;11961
1741123;501455 CRISTO REY TTIKARIY;44;-13.6879;-71.28658;4112;1.242552947;3;2;5;2;3.8125;0.333333333;2.098159509;0.3;18.33333333;3;1;0.5;4;2;2;1;2;1;1;1;6;18587
1636455;501455 CRISTO REY TTIKARIY;44;-13.6879;-71.28658;4112;1.7418;3;3;5;2;3.6875;0;2.098159509;0.3;12;3;1;0;2;2;2;1;0;0;2;2;6;18587
1378355;601678;47;-4.071193;-73.42664;101;1.166666667;2;2;4;2;2.768734514;0.25;1.766871166;0.3;3.5;1;0;1;4;2;1;1;2;0;1;1;14;152555
1273960;601580;47;-4.153114;-73.46204;117;1.166666667;2;2;4;2;2.784932446;1;1.766871166;0.3;7.5;2;0;-1.2;4;2;1;1;2;1;1;1;14;152555
1263219;601571;47;-4.1562;-73.5042;111;1.25;2;2;4;2;2.78644701;0.25;1.766871166;0.3;11;3;0;-1.5;4;2;1;1;2;1;1;1;14;152555
1682285;601571;47;-4.1562;-73.5042;111;1.418;2;2;4;2;2.78644701;0.25;1.766871166;0.3;9;1;0;-0.2;2;2;1;1;0;0;2;2;14;152555
1527365;808;47;-3.95454;-73.40609;130;1.418;2;2;4;2;2.746330574;0.25;1.766871166;0.3;9;1;0;0.666666667;2;2;1;1;0;0;1;1;14;152555
